123.125.71.57 - - [11/Apr/2019:02:07:32 +0800] "GET http://mayubin.xyz/robots.txt HTTP/1.1" 404 647 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"[t201T0a0]
61.151.178.197 - - [11/Apr/2019:22:24:15 +0800] "GET http://mayubin.xyz/vendor/jquery/jquery.min.js HTTP/1.1" 200 87179 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) 			Chrome/55.0.2883.95 Safari/537.36"[CLt799T0a0]
61.151.178.163 - - [11/Apr/2019:22:24:16 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/owl.carousel.min.js HTTP/1.1" 200 44594 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"[Lt401T0a200]
61.151.178.163 - - [11/Apr/2019:22:24:18 +0800] "GET http://mayubin.xyz/vendor/masonry-layout/masonry.pkgd.min.js HTTP/1.1" 200 24355 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) 			Chrome/55.0.2883.95 Safari/537.36"[Lt1T1a200]
61.151.178.163 - - [11/Apr/2019:22:24:20 +0800] "GET http://mayubin.xyz/js/front.js HTTP/1.1" 200 2061 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.104 Safari/537.36 Core/1.53.2141.400 QQBrowser/9.5.10219.400"[Lt1T1a200]
61.151.178.197 - - [11/Apr/2019:22:24:20 +0800] "GET http://mayubin.xyz/vendor/popper.js/umd/popper.min.js HTTP/1.1" 200 21256 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko"[CLt0T0a0]
61.151.178.197 - - [11/Apr/2019:22:24:22 +0800] "GET http://mayubin.xyz/about.html HTTP/1.1" 200 2788 "" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt201T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:22 +0800] "GET http://mayubin.xyz/css/style.default.css HTTP/1.1" 200 8874 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:22 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/assets/owl.carousel.css HTTP/1.1" 200 1646 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:22 +0800] "GET http://mayubin.xyz/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7361 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:22 +0800] "GET http://mayubin.xyz/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 58324 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko"[CLt0T0a0]
61.151.178.197 - - [11/Apr/2019:22:24:22 +0800] "GET http://mayubin.xyz/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 23880 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/css/custom.css HTTP/1.1" 200 258 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/vendor/popper.js/umd/popper.min.js HTTP/1.1" 200 7740 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/vendor/jquery/jquery.min.js HTTP/1.1" 200 30820 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 15889 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/vendor/jquery.cookie/jquery.cookie.js HTTP/1.1" 200 1640 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/assets/owl.theme.default.css HTTP/1.1" 200 820 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:23 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/owl.carousel.min.js HTTP/1.1" 200 11871 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:24 +0800] "GET http://mayubin.xyz/vendor/masonry-layout/masonry.pkgd.min.js HTTP/1.1" 200 7652 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:24 +0800] "GET http://mayubin.xyz/js/front.js HTTP/1.1" 200 871 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:24 +0800] "GET http://mayubin.xyz/img/about.jpg HTTP/1.1" 200 30578 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CVLt0T0a304]
61.151.178.164 - - [11/Apr/2019:22:24:24 +0800] "GET http://mayubin.xyz/vendor/popper.js/umd/popper.min.js HTTP/1.1" 200 21256 "http://mayubin.xyz/contact.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:26 +0800] "GET http://mayubin.xyz/vendor/jquery.cookie/jquery.cookie.js HTTP/1.1" 200 3372 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) 			Chrome/55.0.2883.95 Safari/537.36"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:26 +0800] "GET http://mayubin.xyz/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0 HTTP/1.1" 200 98268 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[ZKLt0T0a200]
61.151.178.197 - - [11/Apr/2019:22:24:26 +0800] "GET http://mayubin.xyz/vendor/popper.js/umd/popper.min.js HTTP/1.1" 200 7740 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CLt0T0a0]
61.151.178.197 - - [11/Apr/2019:22:24:26 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/owl.carousel.min.js HTTP/1.1" 200 44594 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:28 +0800] "GET http://mayubin.xyz/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 15889 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CLt0T0a0]
61.151.178.166 - - [11/Apr/2019:22:24:28 +0800] "GET http://mayubin.xyz/contact.html HTTP/1.1" 200 7609 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko"[CVLt0T0a304]
61.151.178.164 - - [11/Apr/2019:22:24:29 +0800] "GET http://mayubin.xyz/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 58324 "http://mayubin.xyz/contact.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:29 +0800] "GET http://mayubin.xyz/vendor/masonry-layout/masonry.pkgd.min.js HTTP/1.1" 200 24355 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:29 +0800] "GET http://mayubin.xyz/vendor/jquery.cookie/jquery.cookie.js HTTP/1.1" 200 1640 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CLt0T0a0]
61.151.178.166 - - [11/Apr/2019:22:24:29 +0800] "GET http://mayubin.xyz/vendor/jquery/jquery.min.js HTTP/1.1" 200 87179 "http://mayubin.xyz/contact.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko"[CVLt0T0a304]
61.151.178.197 - - [11/Apr/2019:22:24:30 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/owl.carousel.min.js HTTP/1.1" 200 11871 "http://mayubin.xyz/about.html" "Mozilla/5.0 (Linux; U; Android 4.4.4; zh-cn; MX4 Pro Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"[CLt0T0a0]
103.123.84.162 - - [11/Apr/2019:22:24:30 +0800] "GET http://mayubin.xyz/ HTTP/1.1" 200 2491 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"[CVt0T0a304]
103.123.84.81 - - [11/Apr/2019:22:24:31 +0800] "GET http://mayubin.xyz/ HTTP/1.1" 200 12112 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"[t0T0a200]
61.151.178.197 - - [11/Apr/2019:22:24:31 +0800] "GET http://mayubin.xyz/js/front.js HTTP/1.1" 200 2061 "http://mayubin.xyz/index.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:32 +0800] "GET http://mayubin.xyz/index.html HTTP/1.1" 200 2496 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt200T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:33 +0800] "GET http://mayubin.xyz/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 23880 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:33 +0800] "GET http://mayubin.xyz/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7361 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:33 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/assets/owl.carousel.css HTTP/1.1" 200 1646 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:33 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/assets/owl.theme.default.css HTTP/1.1" 200 820 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:33 +0800] "GET http://mayubin.xyz/css/custom.css HTTP/1.1" 200 258 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/css/style.default.css HTTP/1.1" 200 8874 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/vendor/popper.js/umd/popper.min.js HTTP/1.1" 200 7740 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 15889 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/vendor/jquery/jquery.min.js HTTP/1.1" 200 30820 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/vendor/jquery.cookie/jquery.cookie.js HTTP/1.1" 200 1640 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/owl.carousel.min.js HTTP/1.1" 200 11871 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
66.249.84.170 - - [11/Apr/2019:22:24:34 +0800] "GET http://mayubin.xyz/ HTTP/1.1" 200 2496 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/js/front.js HTTP/1.1" 200 871 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/vendor/masonry-layout/masonry.pkgd.min.js HTTP/1.1" 200 7652 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/img/portfolio/a4-paper.jpg HTTP/1.1" 200 60327 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/img/portfolio/business-card-26.jpg HTTP/1.1" 200 57402 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.151.178.166 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/vendor/popper.js/umd/popper.min.js HTTP/1.1" 200 21256 "http://mayubin.xyz/contact.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"[CVLt0T0a304]
61.129.8.179 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/img/portfolio/gravity-paper.jpg HTTP/1.1" 200 37513 "http://mayubin.xyz/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"[CVLt0T0a304]
61.151.178.164 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/vendor/jquery.cookie/jquery.cookie.js HTTP/1.1" 200 3372 "http://mayubin.xyz/contact.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"[CLt0T0a0]
66.102.6.52 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/css/custom.css HTTP/1.1" 200 258 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[Lt0T0a200]
66.102.6.52 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/img/portfolio/business-card.jpg HTTP/1.1" 200 21016 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[Lt0T0a200]
66.102.6.48 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/img/portfolio/business-card-26.jpg HTTP/1.1" 200 57402 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[Lt0T0a200]
66.102.6.52 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 23880 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt0T0a304]
66.102.6.52 - - [11/Apr/2019:22:24:35 +0800] "GET http://mayubin.xyz/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7361 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt0T0a304]
66.102.6.48 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/css/style.default.css HTTP/1.1" 200 8874 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt0T0a304]
66.102.6.52 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/vendor/masonry-layout/masonry.pkgd.min.js HTTP/1.1" 200 7652 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt0T0a304]
66.102.6.50 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/img/portfolio/label-clothes.jpg HTTP/1.1" 200 44554 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[Lt0T0a200]
66.102.6.48 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/assets/owl.theme.default.css HTTP/1.1" 200 820 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt101T0a304]
66.102.6.48 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/vendor/jquery.cookie/jquery.cookie.js HTTP/1.1" 200 1640 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt0T0a304]
66.102.6.48 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/js/front.js HTTP/1.1" 200 871 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt510T0a304]
66.102.6.50 - - [11/Apr/2019:22:24:36 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/owl.carousel.min.js HTTP/1.1" 200 11871 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt710T0a304]
66.102.6.48 - - [11/Apr/2019:22:24:37 +0800] "GET http://mayubin.xyz/img/portfolio/a4-paper.jpg HTTP/1.1" 200 60327 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[Lt912T1a200]
66.102.6.50 - - [11/Apr/2019:22:24:37 +0800] "GET http://mayubin.xyz/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 15889 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt810T0a304]
66.102.6.50 - - [11/Apr/2019:22:24:37 +0800] "GET http://mayubin.xyz/img/portfolio/ipad-air-2.jpg HTTP/1.1" 200 22898 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[Lt911T0a200]
66.102.6.48 - - [11/Apr/2019:22:24:37 +0800] "GET http://mayubin.xyz/vendor/owl.carousel/assets/owl.carousel.css HTTP/1.1" 200 1646 "http://mayubin.xyz/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/41.0.2272.118 Safari/537.36"[CVLt810T0a304]
